kilometraje,edad_motor_meses,horas_conduccion,temperatura_motor,falla_15_dias
225425,44,12.8,104.1,1
81616,72,5.2,97.8,0
294486,87,7.6,95.9,0
118569,110,12.1,84.4,0
225486,93,10.2,99.1,1
196457,19,10.6,102.6,1
111080,80,12.0,105.9,1
55382,59,11.3,90.5,0
105421,24,10.4,89.3,0
16832,31,6.3,91.5,0
169495,31,9.6,94.0,0
244369,93,9.1,84.9,1
17660,44,12.3,101.8,0
96960,38,4.1,104.5,1
179260,111,10.6,102.5,1
177484,45,11.2,89.2,0
245438,38,2.0,107.3,1
154523,46,2.7,86.1,0
138275,112,8.1,102.8,1
135465,103,7.9,96.2,0
19843,70,7.8,102.0,0
168685,82,3.3,102.3,1
295587,53,9.1,103.6,1
218175,79,3.5,114.8,1
282443,19,4.3,109.0,1
68977,42,1.6,109.9,0
283554,48,11.3,97.6,1
243379,38,13.4,111.7,1
74247,75,9.0,83.0,0
149149,111,7.9,95.5,0
164998,82,11.1,105.1,1
97276,20,3.4,101.4,0
111937,6,7.4,99.2,0
203256,29,12.3,97.5,1
136459,65,8.8,95.8,0
159773,99,13.1,99.8,1
225554,55,2.2,100.9,0
226856,98,11.8,89.5,1
173075,74,4.3,113.7,1
47305,17,13.8,80.1,0
55120,22,8.1,97.9,0
114208,34,13.1,105.1,1
249389,67,13.1,105.3,1
180524,49,2.6,82.3,0
135303,67,8.7,114.0,1
224204,27,9.5,85.8,0
23093,68,8.6,83.5,0
232446,7,13.8,89.8,1
130377,41,8.9,89.6,0
263261,17,7.1,98.8,0
66540,73,7.7,88.2,0
278570,88,1.6,107.5,1
269147,33,8.2,98.4,0
218308,53,7.9,110.6,1
238478,97,4.9,107.1,1
160827,89,12.1,110.2,1
287188,114,9.6,88.7,0
172019,58,13.4,111.7,1
19960,59,5.0,89.5,0
52758,35,3.8,112.9,0
103689,61,7.0,82.0,0
61174,26,13.6,113.1,1
45154,7,6.0,104.2,1
122816,31,13.1,106.2,1
191277,74,2.9,94.4,1
60175,48,1.1,96.0,0
176187,94,11.6,93.5,1
137022,108,4.7,88.4,0
264507,25,4.5,83.4,0
72851,9,10.9,86.9,0
179094,100,12.5,101.2,1
64803,100,4.2,113.7,1
67190,79,3.2,108.3,1
213359,68,2.0,89.3,0
176611,11,2.2,103.2,1
206421,41,4.9,85.9,0
231858,66,5.7,100.0,0
114982,102,5.6,106.4,1
236881,9,1.3,85.0,0
118225,106,10.6,104.2,1
120079,17,3.6,84.5,0
75584,6,4.9,106.1,1
56474,117,13.4,100.2,1
178457,112,2.9,108.2,1
119669,43,6.2,90.1,0
229782,81,12.1,108.5,1
28671,54,1.9,93.2,0
75072,115,6.3,105.4,1
132627,120,5.1,114.8,1
93291,107,9.1,111.7,1
183913,45,10.1,110.2,1
156177,29,3.4,111.6,1
203501,100,8.7,107.2,1
211481,59,10.8,83.8,1
108432,15,1.6,80.9,0
151791,44,8.9,96.8,0
73669,12,12.2,100.3,0
203824,24,12.4,91.4,0
234622,91,11.1,113.3,1
58355,108,11.8,86.4,1
141408,96,4.9,98.1,0
188920,15,3.5,87.1,0
263279,77,13.4,83.9,1
170824,97,11.6,90.1,1
128878,53,6.5,104.3,0
270048,49,9.0,85.3,0
247864,30,10.0,90.1,0
255252,23,7.8,104.3,1
38024,83,10.4,91.4,0
206349,80,13.9,96.4,1
248415,35,6.7,80.2,0
89247,90,1.9,107.0,1
122469,80,5.7,100.8,0
124014,111,7.3,95.4,0
105650,110,8.6,107.6,1
262223,64,4.0,88.0,0
52470,83,5.0,104.0,1
56277,105,7.6,104.0,1
32148,87,12.8,108.4,1
253419,49,13.3,96.0,0
21853,27,10.5,94.6,0
181590,113,6.1,107.5,1
45659,35,11.7,100.9,0
43010,37,9.9,95.1,0
180222,61,13.5,80.0,1
169748,19,11.0,92.3,0
78212,83,2.8,88.3,0
164255,8,12.1,114.8,1
168447,82,8.7,99.7,1
30285,47,2.7,86.5,0
73048,69,12.5,109.1,1
102397,17,1.2,95.8,0
238445,105,3.6,94.8,0
260528,64,4.3,89.7,1
270814,72,7.7,105.8,1
31367,97,10.1,114.9,1
261858,89,4.8,95.3,0
247105,10,1.0,98.4,0
160842,92,9.5,102.2,1
188627,72,13.7,82.4,1
81156,20,5.6,87.5,0
201543,79,2.6,114.5,1
46624,111,5.6,91.5,0
290116,31,5.7,89.0,0
107560,56,8.9,106.7,0
276705,88,3.8,109.7,1
68899,94,8.4,106.5,1
262237,65,10.7,80.6,1
153467,50,4.7,87.9,0
210480,49,11.6,94.1,1
155659,8,4.3,109.6,1
241145,38,12.8,90.4,1
117354,102,11.5,105.5,1
182728,74,1.0,80.4,0
160594,63,2.4,81.1,1
125756,23,1.6,81.6,0
122363,67,13.4,111.0,1
86788,35,2.0,88.8,0
294516,78,1.3,88.6,1
226890,67,7.2,114.6,1
153680,26,9.3,91.6,0
209117,114,8.8,109.4,1
149896,22,3.4,114.2,0
142483,86,7.8,101.4,0
46872,9,6.1,80.6,0
167061,119,6.7,112.1,1
153075,96,12.0,101.8,1
150219,115,3.1,105.9,1
108439,53,11.4,101.0,0
114955,72,13.0,102.5,1
250027,64,11.0,109.8,1
264881,61,12.6,105.9,1
22951,39,10.0,113.5,1
143670,10,3.6,103.2,1
219551,98,3.0,86.1,1
278948,113,6.5,98.9,1
185631,38,3.7,109.4,1
42638,18,7.7,104.8,0
260782,74,6.9,84.5,1
265700,79,11.9,86.8,1
40937,75,4.0,100.3,0
220792,54,4.7,99.3,0
72177,105,10.6,106.9,1
230933,14,1.3,105.9,1
132532,108,11.6,92.8,0
85637,14,7.3,106.5,0
99494,93,1.4,82.6,0
234630,57,10.9,100.3,0
68293,73,8.2,113.1,1
61118,120,13.7,89.2,1
254404,10,2.9,95.7,0
23305,60,13.8,87.1,0
23018,34,7.9,106.0,0
136633,23,4.8,93.4,0
10366,65,3.9,83.9,0
22025,44,11.0,95.5,0
61705,76,3.3,81.7,0
185041,64,10.7,81.6,1
258460,86,8.1,84.8,0
250213,54,5.5,82.3,0
145777,29,12.5,81.2,0
181766,77,3.6,93.1,1
184455,83,10.0,84.0,1
201167,104,6.2,88.3,0
108666,24,8.4,113.0,0
193373,48,1.1,111.6,1
17670,98,9.1,105.3,1
19874,25,1.2,97.7,0
95797,62,11.5,103.9,1
282913,101,8.3,90.4,0
283686,27,4.3,105.9,1
76703,102,7.2,89.6,0
112975,110,10.4,92.0,1
125519,113,10.6,112.6,1
199842,52,9.3,81.9,0
60540,90,11.6,92.4,1
138016,19,6.9,90.2,0
202955,26,5.8,109.0,1
177944,112,10.0,94.3,1
272069,104,10.7,97.9,1
233622,58,6.7,109.1,1
258946,36,1.0,93.1,0
95177,36,12.1,85.6,0
34926,39,2.8,86.1,0
227419,68,2.2,88.4,1
124611,78,13.1,107.8,1
298394,50,3.8,114.8,1
136739,20,5.0,87.2,0
53290,96,4.8,88.8,0
85318,119,6.7,110.0,1
18366,73,13.0,102.6,1
194246,81,9.8,96.7,0
179623,24,3.9,102.5,1
54189,79,10.9,97.1,0
26491,113,6.8,109.8,1
272467,104,6.9,84.1,0
39009,43,10.0,83.4,0
265236,50,4.3,101.8,0
240057,58,10.2,102.2,1
213646,29,10.8,92.8,1
66400,61,9.7,112.8,1
254998,106,10.9,108.3,1
16510,50,3.6,95.6,0
52637,83,7.4,84.5,0
228348,9,3.9,95.2,0
36791,16,6.8,86.2,0
96060,61,4.7,86.9,0
160682,34,10.9,105.1,1
175753,12,3.7,110.2,1
58677,43,7.1,97.3,0
136348,96,6.9,100.2,0
155540,30,13.1,101.7,0
108804,22,7.6,101.8,0
229651,93,2.7,105.2,1
111430,16,10.2,81.2,0
33625,10,9.1,114.4,0
263580,12,1.1,112.4,1
239438,36,13.7,93.9,1
252656,11,5.9,95.3,0
289112,64,12.2,95.9,1
135831,55,1.8,101.8,0
227502,61,13.1,110.4,1
170562,108,2.0,85.7,0
226048,104,8.8,81.2,0
100038,27,7.6,88.5,0
253392,61,3.1,93.2,0
43585,43,4.0,99.4,0
190497,6,10.3,87.0,1
138482,28,4.8,108.0,1
217434,97,9.2,84.4,1
87937,120,11.3,86.2,0
297022,117,1.4,82.4,1
124378,40,9.8,100.1,0
87995,25,2.5,88.5,0
292038,86,11.2,92.6,1
157407,93,8.1,101.5,0
156633,60,3.5,92.4,0
153897,73,5.4,110.8,1
91144,88,11.5,104.9,1
116950,6,12.8,106.7,1
82429,114,11.7,83.6,1
269560,107,9.8,110.5,1
250111,114,11.4,107.8,1
151374,70,10.3,109.7,1
246297,101,1.2,81.4,0
227692,55,4.2,104.7,1
55645,79,4.5,100.5,0
111361,97,13.2,109.4,1
35119,39,13.4,108.9,1
238197,47,1.6,80.9,0
115822,112,4.1,104.6,1
252115,68,6.4,87.0,1
230723,31,11.1,98.8,0
75116,99,1.2,103.5,1
151252,65,13.5,84.4,1
255974,118,9.4,81.9,1
27383,44,12.5,92.1,0
174418,23,6.1,107.3,1
241108,108,8.6,83.6,0
63795,42,4.0,114.3,0
149895,87,4.2,103.0,1
233911,99,10.6,91.1,1
87028,73,3.4,83.8,0
274378,38,10.9,86.4,1
41022,97,9.8,104.1,1
134252,11,11.0,102.0,1
238922,8,11.3,105.4,1
266798,34,5.9,107.9,1
137181,106,7.7,101.4,0
208649,114,13.8,106.7,1
263809,33,12.1,90.4,0
197059,118,7.2,81.6,0
99691,45,2.2,111.7,0
72555,118,11.7,84.4,1
243580,15,10.2,110.6,1
299823,72,1.6,104.8,1
83176,23,2.0,109.2,0
258676,93,2.4,95.4,0
207329,35,1.4,90.8,0
231205,103,9.7,111.1,1
46509,34,7.7,96.3,0
236679,59,6.1,108.5,1
269498,90,4.4,105.5,1
87028,21,9.3,87.6,0
284235,98,11.8,97.9,1
47170,13,10.2,98.1,0
141536,63,12.0,107.1,1
274713,42,11.7,92.4,0
56109,32,13.1,112.5,1
61803,54,11.9,113.7,1
48661,82,8.7,80.2,0
57798,9,8.5,110.5,1
61483,59,4.6,91.1,0
52838,43,8.6,86.7,0
282184,71,9.7,108.4,1
183143,83,13.2,85.4,1
41854,84,9.3,106.5,1
290693,87,7.3,89.0,0
197614,24,11.6,106.5,1
28238,105,3.6,91.4,0
172724,24,11.6,97.2,0
178312,54,10.0,89.0,1
299792,27,11.0,87.9,0
160052,17,5.0,110.2,1
210597,104,9.1,106.2,1
257545,91,11.9,84.2,1
201040,94,4.8,104.4,1
34395,80,9.3,81.0,0
199195,116,4.2,88.1,0
210154,81,11.0,90.0,1
193550,58,7.4,112.6,1
91896,7,8.2,92.6,0
34754,108,2.0,97.4,0
61333,20,1.2,91.8,0
211637,76,3.4,96.8,0
251547,94,6.2,88.2,1
259278,55,6.4,99.5,0
97201,35,5.9,97.8,0
72350,99,5.5,97.7,0
234065,9,5.3,92.7,0
207491,78,4.8,104.5,1
38038,46,12.3,91.3,0
201639,111,7.0,100.8,1
183469,102,8.5,81.7,1
20990,21,9.5,80.2,0
141816,44,13.7,100.0,0
112730,29,4.5,108.8,1
248614,88,2.2,85.8,1
169386,27,13.7,87.6,1
219609,85,7.5,106.1,1
193879,33,3.2,106.0,1
282411,59,1.3,113.9,1
245319,66,3.6,101.9,1
93927,48,4.8,101.2,0
92398,27,10.1,103.5,1
227394,111,9.3,114.7,1
29105,23,7.1,88.3,0
138134,95,13.6,86.7,1
61594,113,3.8,92.5,0
291492,62,4.7,103.9,1
83778,91,13.7,104.5,1
64749,79,5.1,95.9,0
135463,66,13.0,80.7,0
235640,59,9.2,102.1,1
51407,15,2.1,85.9,0
297332,82,13.6,101.4,1
29709,91,12.5,102.8,1
166544,15,1.1,86.5,0
97468,113,5.6,92.7,0
269203,43,8.0,108.4,1
299706,109,7.5,89.0,0
185848,36,3.4,86.1,0
92797,54,1.8,106.0,1
19044,10,6.4,110.7,1
232841,42,4.9,113.9,1
45135,58,11.6,105.0,1
246737,73,3.4,93.5,1
128994,89,6.8,108.2,1
17075,51,9.9,101.5,0
24630,17,10.2,110.5,1
120355,22,12.9,112.5,1
176173,106,11.2,92.1,1
125895,116,13.2,109.4,1
279791,108,6.1,80.3,1
298559,35,1.7,89.1,0
14981,30,5.6,101.6,0
145723,44,2.6,110.7,0
296639,7,4.7,101.6,0
208563,91,3.4,99.4,1
222977,64,5.6,108.0,1
54267,28,7.4,84.1,0
112952,58,9.9,113.4,0
212931,99,4.5,82.3,1
105783,99,13.1,105.4,1
235476,29,8.0,98.3,0
169484,19,7.5,87.9,0
68796,31,4.9,111.5,1
194894,17,4.5,107.0,1
284721,102,10.9,104.7,1
77970,31,2.1,86.1,0
177124,6,6.1,111.5,1
190943,91,6.6,88.8,0
86826,88,2.3,80.6,0
52555,114,2.1,93.5,0
153831,91,4.4,102.5,1
117922,50,11.5,98.1,0
52574,12,7.8,83.6,0
68458,84,2.9,109.6,1
63151,34,12.5,82.1,0
119078,73,5.9,114.9,1
76356,112,6.8,94.5,0
113252,80,7.7,85.2,0
58858,59,4.8,97.6,0
287864,104,1.8,99.7,0
171139,70,7.4,86.4,1
123692,43,9.4,94.4,0
291574,18,4.8,91.4,0
218295,51,3.2,91.7,0
238399,9,5.9,82.7,0
130684,81,13.5,98.3,0
165196,6,13.7,107.1,1
48671,114,12.5,96.6,1
36035,100,12.9,97.6,0
92759,54,3.3,81.4,0
115308,103,11.8,101.1,1
275675,109,9.9,93.6,0
196276,120,2.6,93.1,0
241054,104,4.7,103.4,1
205827,79,10.6,88.4,1
72515,80,8.1,87.3,0
79109,44,4.7,86.1,0
246345,98,10.0,98.2,0
144164,95,7.7,82.7,0
85694,113,8.2,110.0,1
298566,89,4.5,110.9,1
69831,12,9.1,110.8,1
96306,9,7.6,100.6,0
135477,116,1.5,93.8,0
35185,59,2.6,93.7,0
89564,25,1.8,93.8,0
51683,69,13.4,88.6,1
99740,77,9.7,91.3,0
235971,110,4.5,97.8,0
228744,38,12.5,85.6,1
77622,32,5.3,107.5,0
279464,26,3.2,103.9,1
228771,36,13.8,104.0,1
78588,50,9.4,109.2,0
51798,36,6.5,84.6,0
82799,71,12.7,111.0,1
142408,23,7.7,111.8,0
203794,69,13.7,89.5,1
209419,6,5.2,96.3,0
16687,56,10.9,112.2,1
280998,90,13.1,103.1,1
224399,16,10.4,83.3,1
177795,82,3.6,95.9,1
26752,29,3.0,112.3,0
55493,77,7.9,105.2,1
275054,35,13.2,108.4,1
67014,109,2.1,112.9,1
162677,53,5.3,108.2,1
236247,10,12.3,104.3,1
82357,105,13.0,92.9,1
184199,35,4.7,90.1,0
74337,7,1.8,100.8,0
204656,118,10.9,99.4,1
267523,38,3.9,97.6,0
232461,40,3.8,102.1,1
85298,115,9.1,105.5,1
257165,17,6.8,106.0,1
235535,10,2.4,87.4,0
285930,10,10.2,97.5,1
253891,13,4.1,114.4,1
152224,114,9.1,111.7,1
131121,16,9.6,90.0,0
229958,76,7.6,108.1,1
168473,53,11.2,113.8,1
251071,94,6.0,96.4,0
70931,118,12.1,88.0,0
113658,55,2.5,98.1,0
189842,96,3.2,110.1,1
232411,117,9.1,99.7,1
182425,43,11.9,103.6,1
217597,65,12.5,81.1,1
42075,16,5.3,108.3,0
173774,92,1.2,85.7,1
275745,60,5.5,105.4,1
192028,44,6.1,99.2,0
213457,109,8.6,86.9,0
24196,79,12.0,105.8,1
131730,7,5.9,96.3,0
179505,109,6.4,108.8,1
233799,52,9.9,99.5,0
249388,65,10.1,84.8,1
155976,56,11.8,87.5,0
28152,77,1.3,106.0,1
299935,86,13.3,89.3,1
88460,62,13.5,90.5,1
180733,51,13.6,108.2,1
75020,48,9.7,86.8,0
155931,118,7.8,102.3,1
107944,60,13.9,80.5,0
62056,71,10.0,87.1,1
80045,111,3.8,108.0,1
180795,68,1.1,110.8,1
161158,115,7.2,90.6,0
290747,66,12.2,81.5,1
77317,86,11.3,91.9,1
273916,76,9.4,107.8,1
90261,74,7.2,105.2,1
224579,113,8.9,82.6,0
16467,107,10.1,108.5,1
69135,61,13.2,103.9,1
70367,15,13.5,108.3,1
217915,113,9.7,99.5,1
36363,108,2.2,98.7,0
256416,46,6.3,86.1,0
229481,42,12.9,111.8,1
181682,77,3.0,92.7,0
234388,28,13.0,110.1,1
232524,44,8.8,87.6,0
120578,99,3.3,91.0,0
185456,52,2.6,86.6,0
236908,96,10.5,85.0,1
194552,48,4.3,92.1,0
229961,110,6.9,83.3,1
131331,57,4.5,111.9,0
18142,46,3.8,91.8,0
217900,11,6.7,114.2,1
93892,32,3.6,99.6,0
144371,111,6.2,94.4,0
35042,44,13.2,112.3,1
124348,22,10.6,80.1,0
56089,54,11.8,85.1,0
23751,64,13.3,80.7,1
156933,19,12.3,91.0,1
55834,38,11.2,84.0,0
40556,51,6.1,105.9,1
126348,18,3.5,93.1,0
82089,109,10.9,96.4,0
56026,9,5.0,114.9,0
116696,59,4.3,86.6,0
191027,19,8.7,95.3,0
211236,23,1.8,81.1,0
33312,41,8.0,113.4,0
262350,105,2.9,110.2,1
41848,89,8.7,104.9,1
240887,25,7.3,100.0,0
13514,75,13.6,97.3,0
55136,106,4.8,93.2,0
71284,29,2.5,107.8,0
162060,9,12.6,104.2,1
239422,97,9.3,87.8,1
207021,107,4.2,98.6,1
218549,104,4.4,105.1,1
171756,53,8.4,108.0,1
93071,81,7.3,105.6,1
181044,109,1.1,101.9,0
226588,89,7.3,105.2,1
209433,28,5.2,103.6,1
225142,72,12.8,112.0,1
282073,35,8.0,91.7,0
23427,39,13.0,104.4,1
152066,81,7.8,109.1,1
246390,69,11.4,111.3,1
66513,85,3.0,98.2,0
60968,9,4.9,109.3,1
72521,99,2.8,93.5,0
25523,107,6.8,82.5,0
179015,83,9.1,100.3,0
42588,79,12.2,97.1,1
86833,48,11.0,105.0,1
264366,115,8.2,91.4,1
257074,31,4.7,91.0,0
77629,85,4.4,105.6,1
281890,95,6.5,93.9,1
159830,49,10.3,92.1,0
224728,41,10.3,104.1,1
211145,107,13.1,84.0,1
217735,72,10.0,94.6,1
289050,74,7.9,96.8,1
101378,103,13.6,91.1,0
275355,9,9.8,91.9,0
207595,11,11.7,113.1,1
144862,105,1.9,99.4,0
113618,57,10.3,81.2,0
221994,17,1.1,100.3,0
139123,23,6.0,114.4,1
257305,8,11.4,96.0,1
119074,37,3.8,85.6,0
248305,11,2.3,100.8,0
60511,68,13.2,92.6,1
82771,27,5.0,94.5,0
132583,83,5.7,87.4,0
54116,54,12.4,105.0,1
188084,84,4.1,107.7,1
45730,110,4.4,106.5,1
283136,62,1.9,104.0,1
171351,85,10.5,88.8,1
105364,43,5.3,113.3,0
74688,34,7.4,81.3,0
52056,10,13.1,101.3,0
264077,71,2.3,86.6,1
99808,39,13.2,107.5,1
106721,49,13.0,86.2,0
54653,67,5.0,107.1,1
273807,119,9.8,97.5,0
274163,109,7.0,97.6,0
88630,101,8.1,98.1,0
200295,14,1.5,111.9,1
93711,53,6.7,83.4,0
141406,20,10.5,110.9,1
176893,114,9.5,110.8,1
283250,58,7.0,83.2,0
41467,32,8.1,95.6,0
206332,100,11.9,108.1,1
88391,44,11.6,113.8,1
152457,111,10.3,99.8,1
277103,7,4.5,99.5,0
119344,76,7.8,83.4,0
214908,94,2.8,110.2,1
183780,53,2.4,96.5,0
24272,111,4.9,96.7,0
153617,94,13.4,109.7,1
297981,50,1.6,90.6,0
71484,85,1.8,81.0,0
287109,16,2.4,109.1,1
214356,66,7.9,95.9,1
64832,80,7.1,96.7,0
136783,95,5.8,87.1,0
19866,103,11.2,107.8,1
52165,55,6.9,88.8,0
167357,85,8.5,113.9,1
182148,13,7.0,95.5,0
258260,55,11.7,113.8,1
61789,62,13.1,96.8,1
213308,112,10.7,109.5,1
99680,46,8.1,96.8,0
178019,85,12.2,104.5,1
67151,89,2.3,99.8,0
91960,58,11.4,96.9,0
150829,76,10.2,85.9,1
229787,90,3.5,84.7,0
27843,61,1.2,81.9,0
245520,115,3.2,90.2,0
292175,112,13.1,112.1,1
164729,32,11.9,83.0,0
145662,60,3.4,86.2,0
39382,37,8.2,87.1,0
249281,35,12.3,84.9,1
42935,11,12.5,92.3,0
82802,50,9.0,96.9,0
125241,64,11.4,112.8,1
161315,18,10.4,82.2,1
164675,68,11.1,107.6,1
193916,113,6.2,112.0,1
298123,80,7.0,96.5,0
222791,91,11.1,90.4,1
65450,108,6.1,97.2,0
214420,106,6.4,106.6,1
285704,93,3.8,112.6,1
166975,119,7.2,93.2,1
44472,109,2.9,101.1,0
62815,23,3.7,100.8,0
93645,98,2.2,85.8,0
55591,58,10.5,113.0,1
142064,44,6.9,89.9,0
101633,7,12.2,83.2,0
72969,61,12.8,105.5,1
182691,68,10.8,92.9,1
45377,19,8.6,93.5,0
171674,64,9.6,106.6,1
169881,89,2.3,106.5,1
52757,83,9.3,92.7,0
160029,46,12.1,104.7,1
131979,9,7.6,90.2,0
59601,89,10.8,110.4,1
260757,107,5.3,108.7,1
151926,25,7.2,81.3,0
64598,98,2.5,97.5,0
37048,75,8.9,95.5,0
70357,69,4.0,91.4,0
99400,77,5.2,100.3,0
278385,109,9.5,103.1,1
120485,34,10.3,99.1,0
102477,109,1.8,98.2,0
69380,46,3.7,80.3,0
44433,85,12.4,104.4,1
46077,24,11.6,105.1,1
273871,108,6.1,90.0,1
61052,13,9.1,87.9,0
292901,55,4.0,94.9,0
92801,15,1.2,89.5,0
296662,64,10.6,85.8,1
154794,119,3.0,82.1,0
135640,37,10.4,102.2,1
244114,39,11.2,104.7,1
59152,52,12.7,102.4,1
148988,66,11.0,92.4,0
212686,46,2.8,82.4,0
77781,117,8.7,96.7,0
35995,85,7.6,111.0,1
248862,61,5.2,85.2,1
296266,83,6.1,82.0,0
103958,65,5.2,92.5,0
298766,70,6.4,107.7,1
41352,110,8.4,106.0,1
282935,54,2.4,114.4,1
12220,109,7.0,114.2,1
132854,119,3.8,111.8,1
274940,60,13.4,81.1,1
140425,48,6.2,101.8,0
269168,38,11.8,86.3,0
107311,19,3.3,97.3,0
87812,107,13.6,82.8,0
276985,102,1.3,103.1,1
210961,60,11.8,82.1,0
124743,23,3.8,106.5,1
57981,113,10.6,86.7,0
173625,71,2.8,97.2,1
282802,31,3.5,100.7,0
271343,69,1.4,106.3,1
47358,53,8.5,88.2,0
15071,43,12.0,92.5,0
76343,84,1.1,97.1,0
206379,43,11.2,94.7,0
43608,15,9.7,97.4,0
116976,25,7.2,95.3,0
186548,13,7.0,102.7,1
174413,20,4.2,96.6,0
296626,69,4.6,98.6,1
285731,70,2.1,99.0,1
217537,16,3.5,106.4,1
145258,31,9.5,105.7,0
132543,51,7.5,103.4,0
265637,22,11.3,93.4,1
252793,110,10.1,107.5,1
139746,80,7.8,80.5,0
128287,59,4.6,81.3,0
242889,32,9.7,98.3,0
90015,81,11.2,102.3,1
174353,58,5.6,89.3,0
264928,80,2.6,91.2,0
136042,104,5.3,87.5,0
143060,34,5.2,92.1,0
65420,103,9.8,95.3,0
222803,19,8.2,85.2,0
299379,13,9.8,81.0,0
112667,34,5.6,84.7,0
232446,31,7.3,91.8,0
59594,91,8.6,90.6,0
90779,74,13.5,103.7,1
240687,109,1.3,83.9,1
169197,68,8.0,109.3,1
108592,27,5.2,88.4,0
223812,26,5.0,104.7,1
235420,71,13.4,89.4,1
36788,99,2.2,96.5,0
165793,62,3.3,109.2,1
58911,63,6.8,109.3,1
220350,91,1.4,87.6,0
214514,58,7.3,95.1,0
153254,83,13.6,86.9,1
217168,104,5.9,103.2,1
220053,80,7.4,91.6,1
270716,57,3.6,105.3,1
115927,107,6.2,113.4,1
129273,62,9.9,109.3,1
42662,59,9.5,96.7,0
162520,44,4.9,85.2,0
106262,80,7.9,102.8,1
45835,87,4.0,86.5,0
177057,112,4.9,114.1,1
58683,52,7.4,104.4,1
15613,19,6.7,96.8,0
23370,14,9.2,84.7,0
217940,105,2.4,105.9,1
85053,115,9.6,100.2,0
44998,10,13.9,92.0,0
178584,53,4.7,104.5,1
234572,105,13.2,87.7,1
267439,100,13.3,82.4,1
24210,90,8.4,96.5,0
270114,105,3.8,101.7,1
149933,106,13.5,94.8,0
249294,48,5.3,104.0,1
54171,6,1.3,109.9,1
119598,119,2.9,108.7,1
287283,57,4.7,87.7,0
184343,6,12.2,113.8,1
286594,52,10.5,103.2,1
269718,43,4.8,97.3,0
81176,60,4.8,83.3,0
40560,37,4.0,104.5,1
180512,56,10.7,108.5,1
82145,37,1.9,89.4,0
237878,23,3.1,92.5,0
23338,24,5.1,83.9,0
192382,96,12.9,82.7,1
160890,71,9.6,87.0,0
149171,80,4.8,82.5,0
285489,118,9.1,89.7,0
222325,103,13.8,83.2,1
146658,115,3.0,94.1,0
102934,28,6.8,107.6,0
36618,51,11.0,92.9,0
154634,97,10.8,96.0,1
35772,20,9.7,104.1,1
10049,48,4.2,82.9,0
200130,15,12.2,97.9,0
135423,66,2.7,110.7,1
216836,72,4.4,92.5,1
107778,56,9.8,84.7,0
163481,65,10.6,95.5,1
232129,57,9.2,90.2,0
285356,18,13.3,89.1,1
291376,76,12.6,96.5,1
261181,116,3.3,92.1,0
267012,70,12.3,93.1,1
174716,117,10.0,110.0,1
254511,13,1.1,96.6,0
95854,91,7.1,83.7,0
83717,94,9.6,85.2,0
34032,22,11.1,90.7,0
197220,48,11.7,103.8,1
80828,45,12.0,85.3,0
16961,33,5.9,111.6,0
147484,85,13.6,108.8,1
201083,65,4.6,92.2,0
161698,48,1.8,100.7,0
260262,12,13.1,91.2,0
212377,23,6.5,112.4,1
211857,25,5.1,81.7,0
59827,96,12.6,88.9,0
128345,94,10.3,110.3,1
103894,35,8.1,113.5,1
200547,85,4.2,111.3,1
200308,27,5.7,80.7,0
209522,22,6.0,83.2,0
206898,42,9.5,97.9,0
195411,10,11.3,111.5,1
77418,70,2.2,89.9,0
266421,15,5.7,105.0,1
95464,69,6.2,85.0,0
291187,117,6.0,102.1,1
73136,57,12.7,86.0,0
230110,9,10.0,101.3,1
268447,80,9.7,96.1,0
178376,6,4.0,85.9,0
187577,65,9.9,84.2,1
96838,56,1.6,84.2,0
163682,20,5.0,85.5,0
148927,40,9.7,106.9,0
64320,45,9.3,108.8,0
274115,12,6.7,95.2,0
207553,57,11.1,101.9,0
106800,51,10.5,108.5,1
30803,32,13.1,107.5,1
215907,56,12.9,111.6,1
205732,87,11.6,96.9,1
184775,36,7.6,109.6,1
63864,59,4.7,83.8,0
15000,15,13.9,103.7,1
271873,93,11.8,100.9,1
215147,43,14.0,103.0,1
51726,114,8.6,84.8,0
252495,38,3.9,110.7,1
14969,75,9.9,83.3,0
230847,45,3.6,83.6,0
286281,108,1.0,99.2,1
195561,45,10.4,102.9,1
251778,96,5.2,113.3,1
77525,13,11.0,95.4,0
192112,103,10.6,113.4,1
115201,42,4.3,106.4,0
268480,25,4.1,82.0,0
246288,81,6.9,81.5,0
90384,6,7.7,100.7,0
273207,41,13.6,95.0,1
171991,110,2.7,95.1,0
173239,38,3.7,83.2,0
182822,37,9.3,84.8,0
112952,102,11.3,82.4,0
261676,6,10.9,101.8,1
32423,100,8.4,107.0,1
118199,20,6.8,111.7,1
93720,78,11.4,89.8,0
40646,85,12.1,81.0,0
65411,54,7.1,80.1,0
105854,116,6.4,107.6,1
106713,97,13.6,83.3,1
21756,110,1.5,92.7,0
170314,104,1.1,90.0,1
82850,93,4.7,85.3,0
197146,58,10.9,93.0,0
141223,106,2.6,106.0,1
224666,120,1.7,113.8,1
171455,77,12.2,101.2,1
128992,112,12.1,101.8,0
198247,84,8.4,87.6,1
206720,92,1.4,85.4,1
16429,77,6.6,83.2,0
285132,20,3.8,82.0,0
187512,68,3.7,114.9,1
76900,82,4.7,108.1,1
152309,55,9.2,85.2,0
153142,96,14.0,112.5,1
65262,120,9.1,110.2,1
113824,23,8.2,96.7,0
